title,date,subtitle,url
Compliance Check of Northern Ireland Housing Statistics,2019-02-13,"Mark Pont, Office for Statistics Regulation to Siobhan Carey, Northern Ireland Statistics and Research Agency",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-northern-ireland-housing-statistics/
Compliance Check of UK Sea Fisheries Statistics,2019-02-12,"Mark Pont, Office for Statistics Regulation to Kevin Williamson, Marine Management Organisation",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-uk-sea-fisheries-statistics/
Compliance Check of Scottish Sea Fisheries Statistics,2019-02-12,"Mark Pont, Office for Statistics Regulation to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-scottish-sea-fisheries-statistics/
Statistics on Prison Population Projections,2019-02-12,"John Marais, Ministry of Justice to Mark Pont, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-prison-population-projections/
Response to Update on Statistics on Housing in England,2019-02-08,"Mary Gregory, Office for Statistics Regulation to Sandra Tudor, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/response-to-update-on-statistics-on-housing-in-england/
Rough Sleeping Statistics in England,2019-02-06,"Rt Hon John Healey MP, House of Commons to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/rough-sleeping-statistics-in-england/
Response to Estimates of Leasehold Dwellings in England,2019-02-04,"Ed Humpherson, Office for Statistics Regulation to Scott Dennison, Sandra Tudor, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/response-to-estimates-of-leasehold-dwellings-in-england/
Compliance Check of MOD Health and Safety Statistics,2019-02-01,"Mark Pont, Office for Statistics Regulation to Tony O'Connor, Ministry of Defence",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-mod-health-and-safety-statistics/
Update on Statistics on Housing in England,2019-01-30,"Sandra Tudor, Ministry of Housing, Communities and Local Government to Mary Gregory, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/update-on-statistics-on-housing-in-england/
Response to National Rail Passenger Survey Assessment Request,2019-01-25,"Ed Humpherson, Office for Statistics Regulation to Louise Coward, Transport Focus",https://www.statisticsauthority.gov.uk/correspondence/response-to-national-rail-passenger-survey-assessment-request/
Response to statements on cuts to school funding,2019-01-17,"Sir David Norgrove, UK Statistics Authority to James Cleverly MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-to-statements-on-cuts-to-school-funding/
Response to England Biodiversity Indicators statistics,2019-01-17,"Ed Humpherson, Office for Statistics Regulation to Martin Allen",https://www.statisticsauthority.gov.uk/correspondence/response-to-england-biodiversity-indicators-statistics/
Compliance Check on Court Statistics,2019-01-17,"Mark Pont, Office for Statistics Regulation to John Marais, Ministry of Justice",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-on-court-statistics/
National Rail Passenger Survey Assessment Request,2019-01-16,"Louise Coward, Transport Focus to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/national-rail-passenger-survey-assessment-request/
Response to statements made on NHS funding,2019-01-14,"Sir David Norgrove, UK Statistics Authority to Jonathan Ashworth MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-to-statements-made-on-nhs-funding/
Letter to Glyn Jones on Cymraeg 2050: Welsh language strategy,2019-01-11,"Ed Humpherson, Office for Statistics Regulation to Glyn Jones, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/letter-to-glyn-jones-cymraeg-2050/
Statements on cuts to school funding (cont.),2019-01-08,"James Cleverly MP, House of Commons to UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statements-on-cuts-to-school-funding-2/
Response on UKEU White Paper,2018-12-21,"Philip Rycroft, Department for Exiting the European Union to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/response-on-ukeu-white-paper/
Port Freight Statistics Compliance Check,2018-12-19,"Mary Gregory, Office for Statistics Regulation to Ian Knowles, Department for Transport",https://www.statisticsauthority.gov.uk/correspondence/port-freight-statistics-compliance-check/
Compliance check on Foreign Direct Investment (FDI) statistics,2018-12-18,"Mark Pont, Office for Statistics Regulation to Jonathan Athow, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-on-foreign-direct-investment-fdi-statistics/
Higher Education Student Statistics Compliance Check,2018-12-18,"Mark Pont, Office for Statistics Regulation to Jonathan Waller, HESA",https://www.statisticsauthority.gov.uk/correspondence/higher-education-student-statistics-compliance-check/
Response on ministers’ use of education statistics,2018-12-17,"Sir David Norgrove, UK Statistics Authority to Angela Rayner MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-on-ministers-use-of-education-statistics/
Compliance Check of Household Projections for England,2018-12-17,"Mark Pont, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-household-projections-for-england/
Census 2021: Meeting the data needs of the Sikh community,2018-12-14,"John Pullinger, Office for National Statistics to Preet Gill MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/census-2021-appg-sikhs/
Census 2021: Meeting the data needs of the Cornish,2018-12-14,"John Pullinger, Office for National Statistics to Sarah Newton MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/census-2021-cornish/
Census 2021: Update for PACAC,2018-12-14,"Sir David Norgrove, UK Statistics Authority to Sir Bernard Jenkin MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/census-2021-pacac/
Incomes and Earnings Review,2018-12-11,"Jonathan Athow, Office for National Statistics to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/incomes-and-earnings-review/
Statements on cuts to school funding,2018-12-06,"James Cleverly MP, House of Commons to UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statements-on-cuts-to-school-funding/
Response on Hospital Standardised Mortality Statistics,2018-12-06,"Ed Humpherson, Office for Statistics Regulation to Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/response-on-hospital-standardised-mortality-statistics/
Letter from Roger Halliday on Hospital Standardised Mortality Ratios,2018-12-06,"Roger Halliday, Scottish Government to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/letter-from-roger-halliday-on-hospital-standardised-mortality-ratios/
DCMS Sectors Economic Estimates,2018-12-06,"Ed Humpherson, Office for Statistics Regulation to Jackie Orme, Department for Digital, Culture, Media & Sport",https://www.statisticsauthority.gov.uk/correspondence/dcms-sectors-economic-estimates/
Statistics from the Welsh Housing Conditions Survey: confirmation as National Statistics,2018-12-05,"Ed Humpherson, Office for Statistics Regulation to Glyn Jones, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/statistics-from-the-welsh-housing-conditions-survey-confirmation-as-national-statistics/
"Letter from Scott Heald, NHS National Services Scotland, to Lewis Macdonald MSP, Scottish Parliament",2018-12-04,"Scott Heald, NHS National Services Scotland to Lewis Macdonald, The Scottish Parliament",https://www.statisticsauthority.gov.uk/correspondence/letter-from-scott-heald-nhs-national-services-scotland-to-lewis-macdonald-msp-scottish-parliament/
Response to Lewis Macdonald on Scottish Intensive Care Society Audit of Critical Care,2018-12-04,"Ed Humpherson, Office for Statistics Regulation to Lewis Macdonald, The Scottish Parliament",https://www.statisticsauthority.gov.uk/correspondence/response-to-lewis-macdonald-on-scottish-intensive-care-society-audit-of-critical-care/
Letter to Mark Svenson on NHS Performance Measures,2018-11-28,"Ed Humpherson, Office for Statistics Regulation to Mark Svenson, NHS England",https://www.statisticsauthority.gov.uk/correspondence/letter-to-mark-svenson-on-ae-performance-measures/
Letter to Roger Halliday on NHS Performance Measures,2018-11-28,"Ed Humpherson, Office for Statistics Regulation to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/letter-to-roger-halliday-on-ae-performance-measures/
Letter to Glyn Jones on NHS Performance Measures,2018-11-28,"Ed Humpherson, Office for Statistics Regulation to Glyn Jones, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/letter-to-glyn-jones-on-ae-performance-measures/
Response to adult social care statistics in Wales,2018-11-27,"Ed Humpherson, Office for Statistics Regulation to Glyn Jones, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/response-to-adult-social-care-statistics-in-wales/
Statements made on NHS funding,2018-11-27,"Andrew Selous MP, House of Commons to UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statements-made-on-nhs-funding/
England Biodiversity Indicators statistics,2018-11-26,"Martin Allen,  to UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/england-biodiversity-indicators-statistics/
Ministers’ use of education statistics,2018-11-23,"Angela Rayner MP, House of Commons to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/ministers-use-of-education-statistics/
Assessment of Avoidable Mortality statistics,2018-11-22,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/assessment-of-avoidable-mortality-statistics/
Assessment of Avoidable Mortality statistics,2018-11-22,"Ed Humpherson, Office for Statistics Regulation to Amy Wilson, National Records of Scotland",https://www.statisticsauthority.gov.uk/correspondence/assessment-of-avoidable-mortality-statistics-2/
Estimates of Leasehold Dwellings in England,2018-11-20,"Martin Boyd, Leasehold Knowledge Partnership to UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/estimates-of-leasehold-dwellings-in-england/
National Statistics confirmation: Balanced Estimates of Regional Gross Value Added (GVA) in the UK,2018-11-16,"Ed Humpherson, Office for Statistics Regulation to Jonathan Athow, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/national-statistics-confirmation-balanced-estimates-of-regional-gross-value-added-gva-in-the-uk/
Arm’s Length Bodies in Scotland,2018-11-14,"Ed Humpherson, Office for Statistics Regulation to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/arms-length-bodies-in-scotland/
Response to statement on the attainment gap in schools,2018-11-13,"Ed Humpherson, Office for Statistics Regulation to Janet Downs",https://www.statisticsauthority.gov.uk/correspondence/response-to-statement-on-the-attainment-gap-in-schools/
Compliance check of Northern Ireland school examination performance,2018-11-13,"Mark Pont, Office for Statistics Regulation to Pauline Donnan, Department of Education, Northern Ireland",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-northern-ireland-school-examination-performance/
Letter to Philip Rycroft on UKEU White Paper,2018-11-09,"Ed Humpherson, Office for Statistics Regulation to Philip Rycroft, Department for Exiting the European Union",https://www.statisticsauthority.gov.uk/correspondence/letter-to-philip-rycroft-on-ukeu-white-paper/
Compliance check of Effects of Taxes and Benefits statistics,2018-11-09,"Mark Pont, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-of-effects-of-taxes-and-benefits-statistics/
Response to Statements on UKEU White Paper,2018-11-01,"Sir David Norgrove, UK Statistics Authority to Lord Lilley, House of Lords",https://www.statisticsauthority.gov.uk/correspondence/response-on-statements-on-ukeu-white-paper/
Statements on Labour Party’s Inclusive Ownership Funds policy,2018-10-31,"Sir David Norgrove, UK Statistics Authority to John McDonnell MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/statemenst-on-labour-partys-inclusive-ownership-funds-policy/
Prison Population Projections compliance check,2018-10-30,"Mark Pont, Office for Statistics Regulation to John Marais, Ministry of Justice",https://www.statisticsauthority.gov.uk/correspondence/prison-population-projections-compliance-check/
Assessment of statistics from the Welsh Housing Conditions Survey,2018-10-24,"Ed Humpherson, Office for Statistics Regulation to Glyn Jones, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/assessment-of-statistics-from-the-welsh-housing-conditions-survey/
Statement on the attainment gap in schools,2018-10-23,"Janet Downs,  to UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statements-on-the-attainment-gap-in-schools/
Letter to Richard Heaton on Joining Up Data for Better Statistics,2018-10-23,"Ed Humpherson, Office for Statistics Regulation to Richard Heaton, Ministry of Justice",https://www.statisticsauthority.gov.uk/correspondence/letter-to-richard-heaton-on-joining-up-data-for-better-statistics/
Letter to Jonathan Slater on Joining Up Data for Better Statistics,2018-10-23,"Ed Humpherson, Office for Statistics Regulation to Jonathan Slater, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/letter-to-jonathan-slater-on-joining-up-data-for-better-statistics/
Letter to Jon Thompson on Joining Up Data for Better Statistics,2018-10-23,"Ed Humpherson, Office for Statistics Regulation to Jon Thompson, HM Revenue and Customs",https://www.statisticsauthority.gov.uk/correspondence/letter-to-jon-thompson-on-joining-up-data-for-better-statistics/
Letter to Peter Schofield on Joining Up Data for Better Statistics,2018-10-23,"Ed Humpherson, Office for Statistics Regulation to Peter Schofield, Department for Work and Pensions",https://www.statisticsauthority.gov.uk/correspondence/letter-to-peter-schofield-on-joining-up-data-for-better-statistics/
National Pupil Database Update,2018-10-19,"Ed Humpherson, Office for Statistics Regulation to Jen Persson",https://www.statisticsauthority.gov.uk/correspondence/national-pupil-database-2/
Adult social care statistics in Wales,2018-10-18,"Glyn Jones, Welsh Government to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/adult-social-care-statistics-in-wales/
International Passenger Survey compliance check: letter to Iain Bell,2018-10-18,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/ips-compliance-check-letter/
International Passenger Survey compliance check: letter to Guy Goodwin,2018-10-18,"Ed Humpherson, Office for Statistics Regulation to Guy Goodwin, National Centre for Social Research",https://www.statisticsauthority.gov.uk/correspondence/ips-compliance-check-letter-gg/
Siobhan Carey reply to NISCS compliance check,2018-10-17,"Siobhan Carey, Northern Ireland Statistics and Research Agency to Mary Gregory, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/niscs-compliance-check/
Mortality Statistics,2018-10-16,"Ed Humpherson, Office for Statistics Regulation to Professor Danny Dorling, Oxford University",https://www.statisticsauthority.gov.uk/correspondence/mortality-statistics/
Further letter on mortality statistics,2018-10-16,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/mortality-statistics-ib-letter/
Statements on UKEU White Paper,2018-10-13,"Lord Lilley, House of Lords to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statements-on-ukeu-white-paper/
Response from Jonathan Slater on Education Statistics,2018-10-09,"Jonathan Slater, Destination for Education to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/response-from-jonathan-slater-on/
Response from Damian Hinds on Education Statistics,2018-10-08,"The Rt Hon Damian Hinds MP, Department for Education to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/response-from-damian-hinds-on-education-statistics/
Letter to Neil McIvor regarding Department for Education Statistics,2018-10-08,"Ed Humpherson, Office for Statistics Regulation to Neil McIvor, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/letter-to-neil-mcivor-regarding-department-for-education-statistics/
Department for Education statistics,2018-10-08,"Sir David Norgrove, UK Statistics Authority to The Rt Hon Damian Hinds MP, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/department-for-education-statistics-2/
Letter to Jonathan Slater regarding Department for Education Statistics,2018-10-08,"Ed Humpherson, Office for Statistics Regulation to Jonathan Slater, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/letter-to-jonathan-slater-regarding-department-for-education-statistics/
Describing European Economic Area (EEA) contribution figures,2018-10-02,"Sir David Norgrove, UK Statistics Authority to The Rt Hon the Lord Owen",https://www.statisticsauthority.gov.uk/correspondence/describing-european-economic-area-eea-contribution-figures-2/
Concerns regarding statistics on high-performing schools,2018-10-02,"Angela Rayner MP, House of Commons to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/concerns-regarding-statistics-on-high-performing-schools/
Department of Education statistics: PIRLS results,2018-09-28,"Janet Downs, By email to UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/department-of-education-statistics-pirls-results/
Update: progress against migration roundtable recommendations,2018-09-21,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/update-progress-against-migration-roundtable-recommendations/
Describing European Economic Area (EEA) contribution figures,2018-09-19,"The Rt Hon the Lord Owen,  to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/describing-european-economic-area-eea-contribution-figures/
UK House Price Index Statistics National Statistics confirmation,2018-09-18,"Ed Humpherson, Office for Statistics Regulation to Registers of Scotland, Land and Property Services Northern Ireland, HM Land Registry",https://www.statisticsauthority.gov.uk/correspondence/uk-house-price-index-statistics-national-statistics-confirmation/
Northern Ireland House Price Index Statistics National Statistics confirmation,2018-09-18,"Ed Humpherson, Office for Statistics Regulation to Siobhan Carey, Northern Ireland Statistics and Research Agency",https://www.statisticsauthority.gov.uk/correspondence/northern-ireland-house-price-index-statistics-national-statistics-confirmation/
Re-designation of Characteristics of Children in Need statistics,2018-09-17,"Ed Humpherson, Office for Statistics Regulation to Neil McIvor, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/re-designation-of-characteristics-of-children-in-need-statistics/
Request for Re-designation of Characteristics of Children in Need statistics,2018-09-17,"Neil McIvor, Department for Education to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/request-for-re-designation-of-characteristics-of-children-in-need-statistics/
National Travel Survey Compliance check,2018-09-17,"Mary Gregory, Office for Statistics Regulation to Ian Knowles, Department for Transport",https://www.statisticsauthority.gov.uk/correspondence/national-travel-survey-compliance-check/
Joining Up Data for Better Statistics,2018-09-11, to,https://www.statisticsauthority.gov.uk/correspondence/joining-up-data-for-better-statistics/
Statistics on Energy and Climate Change,2018-09-06,"Mark Pont, Office for Statistics Regulation to David Fry, Department for Business, Energy and Industrial Strategy",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-energy-and-climate-change/
Compliance check on Home Office’s statistics on immigration,2018-09-03,"Mary Gregory, Office for Statistics Regulation to Jon Simmons, Home Office",https://www.statisticsauthority.gov.uk/correspondence/compliance-check-on-home-offices-statistics-on-immigration/
Regional Gross Value Added (Income and Production Approaches): confirmation as National Statistics,2018-08-29,"Ed Humpherson, Office for Statistics Regulation to Jonathan Athow, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/regional-gross-value-added-income-and-production-approaches-confirmation-as-national-statistics/
Northern Ireland Safe Communities Survey,2018-08-28, to,https://www.statisticsauthority.gov.uk/correspondence/northern-ireland-safe-communities-survey/
Response on Key Stage 4 performance measures,2018-08-22,"Ed Humpherson, Office for Statistics Regulation to Neil McIvor, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/response-on-key-stage-4-performance-measures/
Assessment of Community Life Survey: update,2018-08-21,"Ed Humpherson, Office for Statistics Regulation to Olivia Christopherson, Department for Digital, Culture, Media & Sport",https://www.statisticsauthority.gov.uk/correspondence/assessment-of-community-life-survey-update/
Key Stage 4 performance measures,2018-08-13, to,https://www.statisticsauthority.gov.uk/correspondence/key-stage-4-performance-measures/
Communication of crime statistics,2018-08-07,"Sir David Norgrove, UK Statistics Authority to Sadiq Khan, City Hall",https://www.statisticsauthority.gov.uk/correspondence/communication-of-crime-statistics-4/
Response to statements on free bus travel,2018-08-01,"Sir David Norgrove, UK Statistics Authority to Jeremy Corbyn, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-to-statements-on-free-bus-travel/
Further Response: Accident and Emergency Waiting Times in NHS Lothian,2018-07-24,"Ed Humpherson, Office for Statistics Regulation to Scott Heald, Information Services Division, NHS Scotland",https://www.statisticsauthority.gov.uk/correspondence/further-response-accident-and-emergency-waiting-times-in-nhs-lothian/
Response on changes to statutory homelessness statistics,2018-07-19,"Ed Humpherson, Office for Statistics Regulation to Sandra Tudor, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/response-on-changes-to-statutory-homelessness-statistics/
Communication of crime statistics by the Mayor of London,2018-07-17,"Oliver Cooper, London Borough of Camden to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/communication-of-crime-statistics-by-the-mayor-of-london/
Analytical outputs as Official Statistics,2018-07-13,"Ed Humpherson, Office for Statistics Regulation to Neil McIvor, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/models-as-official-statistics/
Improving Statistics on City Regions,2018-07-10,"Ed Humpherson, Office for Statistics Regulation to Jonathan Athow, Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/improving-statistics-on-city-regions/
Further Update: Accident and Emergency Waiting Times in NHS Lothian,2018-07-06,"Scott Heald, Information Services Division, NHS Scotland to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/further-update-accident-and-emergency-waiting-times-in-nhs-lothian/
Search and Rescue Helicopter statistics compliance check,2018-06-28,"Mary Gregory, Office for Statistics Regulation to Ian Knowles, Department for Transport",https://www.statisticsauthority.gov.uk/correspondence/search-and-rescue-helicopter-statistics-compliance-check/
Changes to statutory homelessness statistics,2018-06-27, to,https://www.statisticsauthority.gov.uk/correspondence/letter-from-sandra-tudor-to-ed-humpherson-regarding-changes-to-statutory-homelessness-statistics/
Cross Government Housing and Planning Statistics Work Programme,2018-06-25,"Ed Humpherson, Office for Statistics Regulation to Iain Bell, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/cross-government-housing-and-planning-statistics-work-programme/
Cross Government Housing and Planning Statistics Work Programme,2018-06-25,"Ed Humpherson, Office for Statistics Regulation to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/cross-government-housing-and-planning-statistics-work-programme-2/
Cross Government Housing and Planning Statistics Work Programme,2018-06-25,"Ed Humpherson, Office for Statistics Regulation to Sandra Tudor, Ministry of Housing, Communities and Local Government",https://www.statisticsauthority.gov.uk/correspondence/cross-government-housing-and-planning-statistics-work-programme-3/
Cross Government Housing and Planning Statistics Work Programme,2018-06-25,"Ed Humpherson, Office for Statistics Regulation to Siobhan Carey, Northern Ireland Statistics and Research Agency",https://www.statisticsauthority.gov.uk/correspondence/cross-government-housing-and-planning-statistics-work-programme-4/
Cross Government Housing and Planning Statistics Work Programme,2018-06-25,"Ed Humpherson, Office for Statistics Regulation to Glyn Jones, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/cross-government-housing-and-planning-statistics-work-programme-5/
Response: prescribing and medicine statistics,2018-06-22,"Ed Humpherson, Office for Statistics Regulation to Chris Roebuck, NHS Digital",https://www.statisticsauthority.gov.uk/correspondence/response-prescribing-and-medicine-statistics/
Response on statutory homelessness statistics,2018-06-21,"Ed Humpherson, Office for Statistics Regulation to Owen O'Neill, By email",https://www.statisticsauthority.gov.uk/correspondence/response-on-statutory-homelessness-statistics/
Statutory homelessness statistics,2018-06-21,"Owen O'Neill, By email to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/statutory-homelessness-statistics/
Prescribing and medicine statistics,2018-06-20,"Chris Roebuck, NHS Digital to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/prescribing-and-medicine-statistics/
Response on statements made on NHS funding and a ‘Brexit dividend’,2018-06-19,"Sir David Norgrove, UK Statistics Authority to Tom Brake MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-on-statements-made-on-nhs-funding-and-a-brexit-dividend/
Update: Patient Safety Incidents Statistics,2018-06-19,"Ed Humpherson, Office for Statistics Regulation to Paul Stroner, NHS Improvement",https://www.statisticsauthority.gov.uk/correspondence/update-patient-safety-incidents-statistics/
Statements made on NHS funding and a ‘Brexit dividend’,2018-06-17,"Tom Brake MP, House of Commons to Sir David Norgrove, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statements-made-on-nhs-funding-and-a-brexit-dividend/
Travel and Tourism Statistics Update,2018-06-15,"Iain Bell, Office for National Statistics to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/travel-and-tourism-statistics-update/
Patient Safety Incidents Statistics,2018-06-12,"Paul Stroner, NHS Improvement to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/patient-safety-incidents-statistics/
Tourism Statistics,2018-06-12,"Guy Goodwin, National Centre for Social Research to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/tourism-statistics/
Response regarding Tourism statistics,2018-06-12,"Ed Humpherson, Office for Statistics Regulation to Guy Goodwin, National Centre for Social Research",https://www.statisticsauthority.gov.uk/correspondence/response-regarding-tourism-statistics/
Response to Statistics on Fraud and Error in the Benefit System,2018-06-12,"Tom Davies, Department for Work and Pensions to Mary Gregory, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/response-to-statistics-on-fraud-and-error-in-the-benefit-system/
Response to statistics on housing in England,2018-06-11,"Sandra Tudor, Ministry of Housing, Communities and Local Government to Mary Gregory, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/response-to-statistics-on-housing-in-england/
Assessment of Regional Gross Value Added (RGVA) statistics,2018-06-07, to,https://www.statisticsauthority.gov.uk/correspondence/assessment-of-regional-gross-value-added-rgva-statistics/
Statistics on housing in England,2018-06-06, to,https://www.statisticsauthority.gov.uk/correspondence/statistics-on-housing-in-england/
Census: methodological assurance review panel,2018-05-29,"John Pullinger, Office for National Statistics to Sir Bernard Silverman",https://www.statisticsauthority.gov.uk/correspondence/census-methodological-assurance-review-panel/
Northern Ireland House Condition Survey Main Report: confirmation as National Statistics,2018-05-29,"Ed Humpherson, Office for Statistics Regulation to Donna McLarnon, Northern Ireland Housing Executive",https://www.statisticsauthority.gov.uk/correspondence/northern-ireland-house-condition-survey-main-report-confirmation-as-national-statistics/
Hospital Standardised Mortality Ratios (HSMR) response,2018-05-22,"Scott Heald, Information Services Division, NHS Scotland to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/hospital-standardised-mortality-ratios-hsmr-response/
Scottish Economic Data,2018-05-21,"Ed Humpherson, Office for Statistics Regulation to Gordon Lindhurst MSP, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/scottish-economic-data/
Follow-up: Accident and Emergency Statistics in England,2018-05-17,"Ed Humpherson, Office for Statistics Regulation to Mark Svenson, NHS England",https://www.statisticsauthority.gov.uk/correspondence/follow-up-accident-and-emergency-statistics-in-england/
Single-use plastic straws,2018-05-16,"Ken Roy, Department for Environment, Food and Rural Affairs to Ed Humpherson, Office for Statistics Regulation",https://www.statisticsauthority.gov.uk/correspondence/single-use-plastic-straws/
Response regarding house price statements,2018-05-14,"Sir David Norgrove, UK Statistics Authority to Tom Brake MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/response-regarding-house-price-statements/
Presentation of electoral fraud statistics,2018-05-04,"Ed Humpherson, Office for Statistics Regulation to Anonymous",https://www.statisticsauthority.gov.uk/correspondence/presentation-of-electoral-fraud-statistics/
Scottish health statistics,2018-05-02,"Mary Gregory, Office for Statistics Regulation to Scott Heald, Information Services Division, NHS Scotland",https://www.statisticsauthority.gov.uk/correspondence/scottish-health-statistics/
Statistics on single-use plastic straws,2018-05-01,"Ed Humpherson, Office for Statistics Regulation to Ken Roy, Department for Environment, Food and Rural Affairs",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-single-use-plastic-straws/
Language in the 2021 Censuses,2018-04-26,"John Pullinger, UK Statistics Authority to Multilingual Manchester, University of Manchester",https://www.statisticsauthority.gov.uk/correspondence/language-in-the-2021-censuses-in-the-uk/
